epoch,loss,accuracy,val_loss,val_accuracy
1,0.9408798119542319,0.6335550498862244,1.4294065916538239,0.5559065066329754
2,0.7531765841738471,0.7572203745842815,0.7731730133295059,0.8325963360707518
3,0.6666546350750844,0.8044810082268511,0.7451067739725112,0.6904611497157296
4,0.5947686840868529,0.8351129004025906,0.6462902122735977,0.7580543272267846
5,0.5460691277624509,0.8541921932434798,0.9322844767570495,0.8679722046746684
6,0.5094375161781866,0.8695081393313495,2.066812818646431,0.6759317751105496
7,0.4856126510314435,0.8870120777174865,1.1935617998242378,0.8723941882501579
8,0.4162809075475488,0.8985646770523368,0.5838733240962029,0.8231206569804169
9,0.394419623778186,0.9045160161036233,0.8199146354198455,0.8843967150979154
10,0.3768214091148706,0.9088044810082269,0.863867174088955,0.8673404927353127
11,0.33360102535459585,0.9199194818834238,0.7642753931879998,0.8900821225521163
12,0.3349689573580243,0.9254332224750569,0.9793233948946,0.8237523689197725
13,0.2941538340791893,0.93094696306669,1.039230315759778,0.8818698673404928
14,0.29350730867057456,0.9375109399614914,0.7907850700616836,0.8471257106759318
15,0.2846419402923664,0.9368107824260459,0.9353742375969887,0.8629185091598232
16,0.2722151832766935,0.9435497987047086,0.8686832776665687,0.881238155401137
17,0.27321735206294245,0.9455627516191143,0.7370814311504365,0.8717624763108023
18,0.23367917930899842,0.947050586381936,1.1765342923253774,0.8875552747946936
19,0.23061551256482515,0.9525643269735691,1.7920637143775822,0.8856601389766267
20,0.24407803848536697,0.9561526343427271,0.9814528612792492,0.885028427037271
21,0.20267803514345065,0.9543147208121827,1.7506391970813275,0.86481364497789
