epoch,loss,accuracy,val_loss,val_accuracy
1,0.9053735423354463,0.6711885174164187,0.7951033025979996,0.6639292482627922
2,0.7512714438889613,0.7891650621389813,0.6880583816766739,0.8136449778900822
3,0.66628559456108,0.8389637668475407,0.7706816774606705,0.7852179406190777
4,0.6161480414051583,0.8611062489060038,0.6472458717226982,0.8875552747946936
5,0.5681469574019147,0.8830736915806057,0.974242799282074,0.8629185091598232
6,0.5232242535196203,0.8866619989497637,0.6461182311177254,0.8913455464308275
7,0.49049877012200527,0.8962016453702083,0.6608368808031082,0.8761844598862919
8,0.46775629510842887,0.9068790477857518,0.6627368418127298,0.8970309538850284
9,0.44767285457307565,0.9100297566952564,0.6252574627101422,0.8875552747946936
10,0.4204666244084609,0.9172063714335725,0.7350056797266007,0.8635502210991788
11,0.40640209316582987,0.922632592333275,0.6029574793949724,0.8749210360075805
12,0.38485306149150905,0.9250831437073341,0.838658895380795,0.8919772583701832
13,0.34978095296895206,0.9317346402940662,0.6820293370634317,0.8761844598862919
14,0.3367334451557621,0.9340976719761946,0.9322519002854824,0.901452937460518
15,0.331402503450885,0.9336600735165412,0.915806223899126,0.8888186986734049
16,0.33207246677315266,0.9378610187292141,0.7673048072308302,0.9166140240050537
17,0.306251101760329,0.9425870820934711,0.9016832395642996,0.9046114971572963
18,0.28514488866583926,0.945387712235253,0.7992931672185659,0.8881869867340493
19,0.27761872832444834,0.9491510589882723,0.7304558979906142,0.9084017687934302
20,0.2768681880591344,0.9495011377559951,0.7817781736701727,0.868603916614024
21,0.2422407157094785,0.9532644845090146,1.0332642237842082,0.8900821225521163
22,0.25787915036540127,0.9555399964992123,0.9771333690360189,0.9065066329753633
23,0.2364040793455596,0.9609662173989147,1.26406219817698,0.8806064434617814
24,0.23169096521890134,0.9600910204796079,1.160761827211827,0.8951358180669615
25,0.24380039909266601,0.9601785401715386,0.9363932150602341,0.886923562855338
26,0.20753806098507374,0.962279012777875,1.1612307808734477,0.9071383449147189
