epoch,loss,accuracy,val_loss,val_accuracy
1,0.8962582526260248,0.6926308419394364,2.7959489274024962,0.44535691724573595
2,0.7050122459257782,0.8123577805006127,1.6160938495397568,0.7384712571067593
3,0.6491337333852686,0.8304743567302643,1.548179976940155,0.5356917245735945
4,0.5676389373630785,0.8581305793803606,0.868847304135561,0.8843967150979154
5,0.5188094483865373,0.8739716436198145,0.7297953796386719,0.6790903348073278
6,0.5205768116401227,0.8870120777174865,0.8095181995630264,0.5906506632975363
7,0.4814193410039281,0.8930509364607037,1.315609209537506,0.425142135186355
8,0.4698432274995236,0.8986521967442674,0.80424993917346,0.8843967150979154
9,0.4630715711427301,0.906003850866445,1.584762942492962,0.6778269109286166
10,0.42959621694334393,0.9186942061963942,1.7065810233354568,0.5811749842072015
11,0.3902099334202998,0.9217573954139682,0.5464405773580074,0.8888186986734049
12,0.3618345005065723,0.9302468055312445,1.062149618268013,0.7561591914087177
13,0.37886139836328825,0.9286714510764922,0.8487087135761976,0.9027163613392293
14,0.341043475718763,0.9377734990372834,0.5330547654628753,0.8591282375236892
15,0.32297194981687394,0.9402240504113426,0.7584414641559124,0.8818698673404928
16,0.3057950192193537,0.9428496411692631,0.8228035309538245,0.9058749210360075
17,0.27671187288809423,0.9450376334675302,0.5885012549906969,0.8793430195830702
18,0.2866094318431849,0.9481008226851041,1.251343578696251,0.8540745420088439
19,0.25101794165756824,0.9502012952914406,1.635275582075119,0.48515476942514213
20,0.263167638777802,0.9533520042009452,1.4755501690506936,0.7182564750473784
21,0.2426393435001061,0.9562401540346578,0.9316514275968075,0.8692356285533797
22,0.23693490527601466,0.9579030281813408,1.0850081209838391,0.8900821225521163
23,0.22977761500749175,0.958953264484509,1.542186719030142,0.8957675300063171
24,0.2487275457886365,0.9598284614038158,0.634813239723444,0.8654453569172458
25,0.20050426507264626,0.962279012777875,1.025307951271534,0.8875552747946936
26,0.22104917706950314,0.9642919656922808,1.0119337418675423,0.8787113076437144
