epoch,loss,accuracy,val_loss,val_accuracy
1,0.8351351503886324,0.5206546472956415,0.8657929670810699,0.44535691724573595
2,0.8051454529748948,0.5730789427621215,0.8116107153892517,0.5824384080859129
3,0.7778055349874763,0.6044109924733065,0.8376497626304626,0.5457991156032849
4,0.8018538702966115,0.5539121302293016,0.8180224609375,0.5855969677826911
5,0.7943251970426997,0.5722912655347453,0.8112291610240936,0.6032849020846494
